"Severity","Type","Rule","Message","File","Line","Status","Effort","CreatedDate","CleanCodeAttribute","Impact"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing after previous element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","14min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6660","'If' statement should not be the only statement in 'else' block","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7718","The catch parameter `profileErr` should be named `error_`.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","13min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","6min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7718","The catch parameter `refreshErr` should be named `error_`.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'getCurrentUser'.","apps/web/src/app/actions/admin-auth.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.","apps/web/src/app/actions/admin-management.ts",,"CLOSED","19min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-metrics.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-metrics.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-metrics.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-metrics.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-metrics.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-metrics.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-metrics.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-metrics.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-metrics.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-pin-management.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-pin-management.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-pin-management.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/admin-pin-management.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6582","Prefer using an optional chain expression instead, as it's more concise and easier to read.","apps/web/src/app/actions/admin-pin-management.ts","251","OPEN","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4323","Replace this union type with a type alias.","apps/web/src/app/actions/ai.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","DISTINCT","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'createClient'.","apps/web/src/app/actions/ai.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.","apps/web/src/app/actions/assessment.ts",,"CLOSED","8min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7748","Don't use a zero fraction in the number.","apps/web/src/app/actions/assessment.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7748","Don't use a zero fraction in the number.","apps/web/src/app/actions/assessment.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7748","Don't use a zero fraction in the number.","apps/web/src/app/actions/assessment.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/assessment.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.","apps/web/src/app/actions/assessment.ts",,"CLOSED","11min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/assessment.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7776","`targetCategories` should be a `Set`, and use `targetCategories.has()` to check existence or non-existence.","apps/web/src/app/actions/assessment.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","EFFICIENT","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6582","Prefer using an optional chain expression instead, as it's more concise and easier to read.","apps/web/src/app/actions/assessment.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7718","The catch parameter `signOutErr` should be named `error_`.","apps/web/src/app/actions/auth.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.","apps/web/src/app/actions/auth.ts",,"CLOSED","10min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S1854","Remove this useless assignment to variable ""profileResult"".","apps/web/src/app/actions/auth.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","LOGICAL","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 31 to the 15 allowed.","apps/web/src/app/actions/dashboard-stats.ts",,"CLOSED","21min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.","apps/web/src/app/actions/dashboard-stats.ts",,"CLOSED","13min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6582","Prefer using an optional chain expression instead, as it's more concise and easier to read.","apps/web/src/app/actions/school.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.","apps/web/src/app/actions/school.ts",,"CLOSED","13min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.","apps/web/src/app/actions/school.ts",,"CLOSED","14min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S1854","Remove this useless assignment to variable ""supabase"".","apps/web/src/app/actions/school.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","LOGICAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/actions/school.ts",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'z'.","apps/web/src/app/actions/school.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6582","Prefer using an optional chain expression instead, as it's more concise and easier to read.","apps/web/src/app/actions/school.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/actions/student.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.","apps/web/src/app/actions/student.ts",,"CLOSED","6min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7772","Prefer `node:crypto` over `crypto`.","apps/web/src/app/actions/student.ts","4","OPEN","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 49 to the 15 allowed.","apps/web/src/app/actions/teacher.ts",,"CLOSED","39min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/actions/teacher.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S4043","Move this array ""sort"" operation to a separate statement or replace it with ""toSorted"".","apps/web/src/app/actions/teacher.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6551","'name || 'Unknown'' will use Object's default stringification format ('[object Object]') when stringified.","apps/web/src/app/actions/teacher.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","LOGICAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/actions/teacher.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/actions/teacher.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7776","`dangerousChars` should be a `Set`, and use `dangerousChars.has()` to check existence or non-existence.","apps/web/src/app/actions/teacher.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","EFFICIENT","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since it does not change the type of the expression.","apps/web/src/app/actions/teacher.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.","apps/web/src/app/actions/teacher.ts",,"CLOSED","11min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/actions/teacher.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6535","Unnecessary escape character: \..","apps/web/src/app/api/teacher/search-students/route.ts",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.","apps/web/src/app/api/teacher/search-students/route.ts",,"CLOSED","13min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'CoreMessage'.","apps/web/src/app/api/tutor/chat/route.ts",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7755","Prefer `.at(â¦)` over `[â¦.length - index]`.","apps/web/src/app/api/tutor/chat/route.ts","106","OPEN","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6479","Do not use Array index in keys","apps/web/src/app/app/admin/performance/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","LOGICAL","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/admin/performance/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/admin/performance/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/admin/performance/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6853","A form label must be associated with a control.","apps/web/src/app/app/admin/performance/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","LOGICAL","RELIABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'TrendingUp'.","apps/web/src/app/app/admin/performance/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'QueryMetric'.","apps/web/src/app/app/admin/performance/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6479","Do not use Array index in keys","apps/web/src/app/app/admin/performance/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","LOGICAL","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6479","Do not use Array index in keys","apps/web/src/app/app/admin/performance/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","LOGICAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S2486","Handle this exception or don't catch it at all.","apps/web/src/app/app/admin/schools/page.tsx",,"CLOSED","1h","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/app/app/admin/schools/page.tsx","34","OPEN","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/app/app/admin/schools/page.tsx","237","OPEN","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/ai-tools/tutor/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S1854","Remove this useless assignment to variable ""user"".","apps/web/src/app/app/ai-tools/tutor/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","LOGICAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7748","Don't use a zero fraction in the number.","apps/web/src/app/app/assessment/summary/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7748","Don't use a zero fraction in the number.","apps/web/src/app/app/assessment/summary/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/app/app/assessment/summary/page.tsx","6","OPEN","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/app/app/dashboard/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6582","Prefer using an optional chain expression instead, as it's more concise and easier to read.","apps/web/src/app/app/dashboard/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/app/dashboard/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/app/app/dashboard/page.tsx","147","OPEN","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/learn/[moduleId]/[topicId]/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/learn/[moduleId]/[topicId]/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/learn/[moduleId]/[topicId]/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/app/learn/[moduleId]/[topicId]/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/learn/[moduleId]/[topicId]/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/learn/[moduleId]/[topicId]/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S3358","Extract this nested ternary operation into an independent statement.","apps/web/src/app/app/learn/[moduleId]/[topicId]/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
